968,6,338,25,3,0.550333333333
968,6,338,25,3,0.554
968,6,338,25,3,0.535666666667
968,6,335,25,3,0.53
968,6,339,25,3,0.549
1427,6,941,25,13,0.893
1427,6,925,25,15,0.896333333333
1427,6,925,25,17,0.894333333333
1427,6,925,25,19,0.890333333333
1427,6,952,25,21,0.891666666667
1427,6,931,25,23,0.893666666667
1427,6,932,25,25,0.893333333333
1427,6,941,25,27,0.886
1427,6,945,25,29,0.887
1427,6,930,50,13,0.900666666667
1427,6,995,50,15,0.895
1427,6,1075,50,17,0.881666666667
1427,6,1096,50,19,0.895333333333
1427,6,1066,50,21,0.888333333333
1427,6,1033,50,23,0.893666666667
1427,6,971,50,25,0.888333333333
1427,6,1054,50,27,0.890333333333
1427,6,1069,50,29,0.897666666667
1427,6,1055,75,13,0.897
1427,6,1008,75,15,0.89
1427,6,987,75,17,0.896
1427,6,907,75,19,0.895666666667
1427,6,919,75,21,0.89
1427,6,909,75,23,0.892333333333
1427,6,975,75,25,0.894333333333
1427,6,931,75,27,0.892333333333
1427,6,945,75,29,0.897666666667
1427,6,1064,100,13,0.89
1427,6,1065,100,15,0.900333333333
1427,6,1061,100,17,0.894666666667
1427,6,915,100,19,0.894333333333
1427,6,922,100,21,0.892666666667
1427,6,951,100,23,0.891333333333
1427,6,958,100,25,0.895333333333
1427,6,934,100,27,0.895666666667
1427,6,900,100,29,0.890333333333
1427,6,920,10000,13,0.895
1427,6,939,10000,15,0.889333333333
1427,6,981,10000,17,0.9
1427,6,975,10000,19,0.898333333333
1427,6,916,10000,21,0.894666666667
1427,6,988,10000,23,0.901666666667
1427,6,938,10000,25,0.902333333333
1427,6,931,10000,27,0.886
1427,6,933,10000,29,0.900666666667
5302,6,3766,25,207,0.991333333333
5302,6,3820,25,248,0.989
5302,6,3654,25,289,0.99
5302,6,3651,25,330,0.990333333333
5302,6,3623,25,371,0.992666666667
5302,6,3679,25,412,0.991666666667
5302,6,3718,25,453,0.989666666667
5302,6,3725,25,494,0.990333333333
5302,6,3728,25,535,0.992333333333
5302,6,3775,50,207,0.993333333333
5302,6,3714,50,248,0.991333333333
5302,6,3768,50,289,0.992333333333
5302,6,3716,50,330,0.990666666667
5302,6,3709,50,371,0.990666666667
5302,6,3685,50,412,0.991333333333
5302,6,3733,50,453,0.996666666667
5302,6,3725,50,494,0.992666666667
5302,6,3653,50,535,0.991333333333
5302,6,3605,75,207,0.992
5302,6,3610,75,248,0.993666666667
5302,6,3616,75,289,0.992
5302,6,3619,75,330,0.993333333333
5302,6,3617,75,371,0.991666666667
5302,6,3634,75,412,0.993
5302,6,3618,75,453,0.992333333333
5302,6,3611,75,494,0.990333333333
5302,6,3612,75,535,0.992666666667
5302,6,3623,100,207,0.987
5302,6,3616,100,248,0.994666666667
5302,6,3611,100,289,0.990666666667
5302,6,3619,100,330,0.994333333333
5302,6,3683,100,371,0.992333333333
5302,6,3787,100,412,0.991333333333
5302,6,3775,100,453,0.995
5302,6,3905,100,494,0.988333333333
5302,6,3660,100,535,0.993666666667
5302,6,3630,10000,207,0.989
5302,6,3612,10000,248,0.988333333333
5302,6,3629,10000,289,0.991
5302,6,3614,10000,330,0.990333333333
5302,6,3783,10000,371,0.992666666667
5302,6,3625,10000,412,0.99
5302,6,3623,10000,453,0.991333333333
5302,6,3622,10000,494,0.991333333333
5302,6,3624,10000,535,0.99
2028,8,409,25,3,0.711
2028,8,401,25,3,0.697333333333
2028,8,396,25,3,0.710333333333
2028,8,394,25,3,0.715
2028,8,444,25,3,0.719
3008,8,1092,25,13,0.949666666667
3008,8,1060,25,15,0.953666666667
3008,8,1080,25,17,0.950333333333
3008,8,1050,25,19,0.952666666667
3008,8,1338,25,21,0.951666666667
3008,8,1190,25,23,0.952666666667
3008,8,1262,25,25,0.954
3008,8,1221,25,27,0.951666666667
3008,8,1085,25,29,0.953666666667
3008,8,1114,50,13,0.952333333333
3008,8,1034,50,15,0.951333333333
3008,8,1033,50,17,0.957333333333
3008,8,1013,50,19,0.952
3008,8,1182,50,21,0.945
3008,8,1046,50,23,0.952
3008,8,1033,50,25,0.958666666667
3008,8,1041,50,27,0.954666666667
3008,8,1040,50,29,0.952333333333
3008,8,1047,75,13,0.951666666667
3008,8,1025,75,15,0.952
3008,8,1030,75,17,0.951333333333
3008,8,1085,75,19,0.948
3008,8,1074,75,21,0.954666666667
3008,8,1104,75,23,0.949666666667
3008,8,1076,75,25,0.957
3008,8,1094,75,27,0.947666666667
3008,8,1067,75,29,0.951666666667
3008,8,1108,100,13,0.951333333333
3008,8,1079,100,15,0.947333333333
3008,8,1072,100,17,0.952333333333
3008,8,1098,100,19,0.951333333333
3008,8,1071,100,21,0.950333333333
3008,8,1088,100,23,0.95
3008,8,1025,100,25,0.947333333333
3008,8,1088,100,27,0.950333333333
3008,8,1129,100,29,0.953
3008,8,1064,10000,13,0.949666666667
3008,8,1125,10000,15,0.953
3008,8,1087,10000,17,0.954
3008,8,1056,10000,19,0.950333333333
3008,8,1071,10000,21,0.951666666667
3008,8,1112,10000,23,0.954333333333
3008,8,1102,10000,25,0.95
3008,8,1037,10000,27,0.953666666667
3008,8,1052,10000,29,0.957333333333
