38,1,1000,686,0.805166666667
38,1,1200,826,0.841133333333
38,1,1400,959,0.869766666667
38,1,1600,1098,0.891366666667
38,1,1800,1249,0.908
38,1,2000,1392,0.923633333333
73,2,1000,657,0.8612
73,2,1200,793,0.890966666667
73,2,1400,933,0.915033333333
73,2,1600,1075,0.932666666667
73,2,1800,1219,0.945233333333
73,2,2000,1368,0.9558
112,3,1000,734,0.8834
112,3,1200,889,0.910833333333
112,3,1400,1051,0.932166666667
112,3,1600,1209,0.9477
112,3,1800,1373,0.9585
112,3,2000,1538,0.966733333333
148,4,1000,781,0.8981
148,4,1200,948,0.924666666667
148,4,1400,1116,0.942133333333
148,4,1600,1290,0.956133333333
148,4,1800,1473,0.9663
148,4,2000,1656,0.9733
184,5,1000,822,0.9087
184,5,1200,1000,0.933266666667
184,5,1400,1180,0.950333333333
184,5,1600,1365,0.9622
184,5,1800,1557,0.970566666667
184,5,2000,1754,0.9772
221,6,1000,858,0.919933333333
221,6,1200,1042,0.941266666667
221,6,1400,1232,0.9562
221,6,1600,1454,0.967366666667
221,6,1800,1726,0.975566666667
221,6,2000,1840,0.980866666667
256,7,1000,884,0.923966666667
256,7,1200,1071,0.945
256,7,1400,1268,0.958933333333
256,7,1600,1471,0.97
256,7,1800,1684,0.977133333333
256,7,2000,1897,0.982866666667
365,10,1000,963,0.931566666667
365,10,1200,1173,0.952333333333
365,10,1400,1391,0.965566666667
365,10,1600,1619,0.9745
365,10,1800,1853,0.9807
365,10,2000,2095,0.9856
579,15,1000,1213,0.941766666667
579,15,1200,1549,0.9588
579,15,1400,1688,0.9714
579,15,1600,1960,0.979733333333
579,15,1800,2250,0.985033333333
579,15,2000,2572,0.988766666667
738,20,1000,1145,0.948133333333
738,20,1200,1403,0.9637
738,20,1400,1679,0.974233333333
738,20,1600,1956,0.9818
738,20,1800,2253,0.987466666667
738,20,2000,2562,0.990666666667
